"Sx_Code","Sx_Description","MR4","MR2","MR3","MR1","MR5","MR6","MR7"
"narcissistic3","Fantasies",-0.0649966558937831,0.162803159397818,0.551134104781163,0.0405055502665555,0.0316233501198344,0.000159824704261645,5.92089411546176e-06
"narcissistic4","Feelings of uniqueness",0.0775384029365012,0.000600161949540406,0.474096648840477,-0.042842453179372,0.0311225025767259,-0.0362874308337232,0.159960462237001
"narcissistic5","Lacks empathy ",0.126856253347961,-0.149019267122911,0.233233178383248,-0.118924150917108,0.244771974075186,-0.0750278074753063,0.182041586021559
"narcissistic6","sense of entitlement ",0.0253467054392952,-0.0174150186678111,0.546561334673052,0.000856092184120623,0.125595353402017,-0.0694238854263605,-0.0429858861034748
"narcissistic7","Exploitative",0.160337811248973,-0.108819737205982,0.301075132773593,-0.0993614687270563,0.183414310041732,0.0881335358232579,0.130820672588703
"narcissistic8","Envious of others/perceives others as envious",-0.148195163926056,0.0739785851500586,0.486068790268968,0.189841256633008,-0.0240851085806647,-0.0300954662990016,0.0538036454415117
"narcissistic9","Arrogant, haughty",0.0899417542481128,-0.00551013694268072,0.572965058071149,0.00644742233332534,-0.0865990747621879,-0.0366124467217091,-0.064056398526507
"oc3","Preoccupied with details",0.0644107363024266,0.107618613792276,0.0257939264142331,-0.0409875162498183,0.258004146793184,0.0766825412716136,-0.132680270622027
"oc4","Hoarding",0.0233776669032895,0.0400697580676976,-0.058158088134292,0.00879199694190894,0.324965584867347,0.392536405008034,-0.130202480695279
"oc7","Can't delegate tasks",-0.0111681392825158,-0.0381729936578563,0.0188166897773637,0.119214917570543,0.543063013062762,-0.0322111326577971,-0.129775553882031
"oc8","Rigid and stubborn",0.0809550717374925,0.159401094865497,0.0287759344332953,0.0625039018733339,0.492138789957702,-0.17067420896885,-0.054713662898002
"paranoid1","Reluctant to confide due to fear of maliciousness",-0.128434909209791,0.0343033660711909,-0.00842242238531169,-0.101646135434774,0.463131947860447,-0.0437539693975579,0.322153028874418
"paranoid2","Unjustified doubt in loyalty and trust",0.036914702027414,0.0822111661275788,-0.00683656471575361,0.0107824749808004,0.460007277997471,0.149919663855906,0.084334544934572
"paranoid3","Persistent grudges",-0.00541246253858582,0.00727696045878169,0.17301564930071,0.14153876815014,0.429221083876597,-0.0642314182184193,0.04346206283923
"paranoid4","Perceives attacks on character",-0.0368640299882374,0.0184995649836339,0.156884914400964,0.0770925193111989,0.0934611890819374,0.172033340872583,0.170475233553831
"paranoid5","Perceives hidden threatening ",0.0437732394180649,0.0252096602885696,0.190069459971868,-0.0551829479370221,0.311860024120202,0.210603659818973,0.0810920226137421
"paranoid6","suspects harm, exploitation, and deceit",-0.0146130294513452,0.0448587731134331,0.147983975595252,0.128308923206331,0.220017143327212,0.153071821615278,0.189551520235265
"paranoid7","suspects infidelity",0.147166581705246,0.0319347463099163,0.0615698761441759,0.0151981786401372,0.225220614097471,0.124415722143353,-0.0351185402219158
"schizoid1","No close friends",0.0646798839859892,0.117035024697029,-0.0402085539363955,-0.266030308830665,0.226359827369109,-0.0423634264952912,0.299042359653215
"schizoid2","No desire for relationships",-0.015724694359645,0.0587789615698534,0.0662679492395882,-0.250811477467227,0.292612957697743,0.127986232674763,0.265338778548073
"schizoid3","Almost always solitary",0.137351696732521,0.334084391463749,-0.0418714902536914,-0.320876278727257,0.036312536394279,0.0202312051278382,0.226103116195192
"schizoid6","No interest in sexual activity",-0.0529112568366099,0.262371758046009,-0.0329727774162535,-0.0368635622651432,-0.044802913929112,0.0168847137375233,0.196933439721782
"schizotypal1","Social anxiety",0.0562522414217261,0.260861420590842,-0.0268798906094258,-0.272285593622556,0.15536132099609,0.0907721443259047,0.217908102960202
"schizotypal2","Ideas of reference",0.0858866364955021,0.237777798475626,-0.0748649927459547,0.0535776455513636,0.127526144916797,0.229426072837113,-0.0101153752630234
